open,high,low,close,tick_volume,returns
1.3291,1.3444,1.3261,1.3399,9090,0.008201655379985073
1.3397000000000001,1.3431,1.3202,1.3253,10380,-0.010896335547429081
1.3255,1.3321,1.3226,1.3316,9932,0.004753640685127847
1.3333,1.341,1.3296999999999999,1.3397000000000001,8763,0.006082907780114333
1.3395000000000001,1.3412,1.3352,1.3364,8274,-0.0024632380383668995
1.3364,1.3407,1.3343,1.339,8677,0.0019455252918287869
1.3389,1.3518,1.338,1.3504,8807,0.008513816280806719
1.3505,1.3553,1.3484,1.3528,7077,0.0017772511848341832
1.3527,1.3642,1.3514,1.362,7689,0.006800709639266822
1.362,1.3646,1.3588,1.3615,8259,-0.0003671071953011973
